Price,rooms,price_per_m2,level,levels,year,area_total,area_living,area_kitchen,street,area_comfort
78000.0,1.0,1418.0,7.0,26.0,2009.0,55.0,15.0,18.0,Маланюка,22.0
230000.0,2.0,2771.0,6.0,7.0,1915.0,83.0,45.0,11.0,Заньковецької,27.0
178000.0,2.0,2373.0,2.0,16.0,2009.0,75.0,37.0,21.0,Кудрявська,17.0
63000.0,3.0,900.0,23.0,23.0,2009.0,70.0,35.0,14.0,Кудрявська,21.0
495000.0,3.0,4420.0,11.0,32.0,2017.0,112.0,45.0,54.0,Українки,13.0
45900.0,2.0,478.0,31.0,34.0,2009.0,96.0,62.0,16.0,Українки,18.0
33000.0,1.0,1000.0,14.0,24.0,2009.0,33.0,16.0,5.0,Милославська,12.0
66500.0,3.0,1147.0,3.0,5.0,1961.0,58.0,42.0,7.0,Донця,9.0
119900.0,3.0,1462.0,8.0,12.0,2002.0,82.0,48.0,14.0,Верховинця,20.0
145000.0,4.0,1381.0,1.0,9.0,1977.0,105.0,80.0,12.0,Героїв Дніпра,13.0
118000.0,3.0,1494.0,17.0,25.0,2018.0,79.0,36.0,35.0,Каховська,8.0
41000.0,1.0,1323.0,21.0,26.0,2018.0,31.0,12.0,8.0,Каховська,11.0
59899.0,2.0,1070.0,8.0,10.0,1995.0,56.0,34.0,8.0,Вишняківська,14.0
177000.0,2.0,2565.0,3.0,4.0,2009.0,69.0,41.0,8.0,Липська,20.0
63000.0,1.0,1286.0,11.0,25.0,2019.0,49.0,16.0,16.0,Сверстюка,17.0
499000.0,3.0,4229.0,8.0,18.0,2009.0,118.0,37.0,14.0,Драгомирова,67.0
49500.0,1.0,1269.0,19.0,26.0,2009.0,39.0,17.0,11.0,Причальна,11.0
275000.0,2.0,4435.0,22.0,28.0,2013.0,62.0,30.0,20.0,Болсуновська,12.0
93000.0,3.0,1336.0,13.0,14.0,1994.0,69.0,48.0,14.0,Повітрофлотський,7.0
87500.0,2.0,1306.0,20.0,25.0,2015.0,67.0,37.0,14.0,Драгоманова,16.0
110000.0,3.0,1325.0,4.0,24.0,2008.0,83.0,37.0,30.0,Григоренка,16.0
900000.0,4.0,3600.0,23.0,24.0,2012.0,250.0,37.0,14.0,Дніпровська,199.0
86000.0,1.0,2205.0,3.0,8.0,2014.0,39.0,37.0,14.0,Жабаєва,0.0
335000.0,3.0,2577.0,9.0,14.0,2014.0,130.0,60.0,60.0,Філатова,10.0
67000.0,2.0,971.0,3.0,26.0,2021.0,69.0,25.0,21.0,Правди,23.0
90000.0,2.0,1800.0,4.0,4.0,1896.0,50.0,37.0,6.0,Малопідвальна,7.0
101500.0,1.0,2307.0,8.0,11.0,2009.0,44.0,22.0,13.0,Бойчука,9.0
104000.0,3.0,1169.0,18.0,26.0,2009.0,89.0,37.0,40.0,Зарічна,12.0
190000.0,2.0,3167.0,9.0,21.0,2017.0,60.0,37.0,25.0,Предславинська,0.0
3600000.0,6.0,8000.0,25.0,25.0,2011.0,450.0,288.0,45.0,Івана Мазепи,117.0
63000.0,2.0,1033.0,10.0,26.0,2009.0,61.0,28.0,12.0,Радченка,21.0
680000.0,7.0,2369.0,21.0,21.0,2010.0,287.0,177.0,14.0,Лабораторний,96.0
